Order ID,Order Date,Order Time,Hour,Day,Month,Weekend/Weekday,Time of Day,Branch,Product Name,Category,Unit Price,Quantity,Sales,Profit,Customer Type,Payment Mode
ORD-03699,2025-04-26,12:09,12,Saturday,April,Weekend,Afternoon,East Austin,Veggie Overload,Pizza,14.49,1,14.49,7.24,Dine-in,Google Pay
ORD-03700,2025-04-26,12:34,12,Saturday,April,Weekend,Afternoon,The Domain,Choco Lava Cake,Desserts,4.99,2,9.98,4.58,Delivery,Cash
ORD-03701,2025-04-26,12:36,12,Saturday,April,Weekend,Afternoon,The Domain,Potato Wedges,Sides,5.49,3,16.47,7.26,Dine-in,Apple Pay
ORD-03702,2025-04-26,12:41,12,Saturday,April,Weekend,Afternoon,The Domain,Chicken Wings,Sides,9.99,2,19.98,8.67,Takeaway,Card
ORD-03703,2025-04-26,12:55,12,Saturday,April,Weekend,Afternoon,The Domain,Iced Tea,Beverages,3.49,2,6.98,3.65,Delivery,Google Pay
ORD-03704,2025-04-26,14:00,14,Saturday,April,Weekend,Afternoon,The Domain,Brownie Sundae,Desserts,5.99,1,5.99,2.6,Takeaway,Cash
ORD-03705,2025-04-26,14:05,14,Saturday,April,Weekend,Afternoon,South Congress,Chicken Wings,Sides,9.99,1,9.99,4.04,Takeaway,Apple Pay
ORD-03706,2025-04-26,14:47,14,Saturday,April,Weekend,Afternoon,Downtown,Margherita,Pizza,11.99,3,35.97,17.14,Dine-in,Card
ORD-03707,2025-04-26,14:49,14,Saturday,April,Weekend,Afternoon,East Austin,Margherita,Pizza,11.99,1,11.99,5.67,Delivery,Card
ORD-03708,2025-04-26,15:01,15,Saturday,April,Weekend,Afternoon,The Domain,Soda,Beverages,2.49,4,9.96,5.23,Delivery,Apple Pay
ORD-03709,2025-04-26,15:50,15,Saturday,April,Weekend,Afternoon,South Congress,Buffalo Chicken,Pizza,16.49,2,32.98,15.31,Takeaway,Google Pay
ORD-03710,2025-04-26,16:52,16,Saturday,April,Weekend,Afternoon,Downtown,Soda,Beverages,2.49,4,9.96,4.65,Dine-in,Card
ORD-03711,2025-04-26,17:08,17,Saturday,April,Weekend,Evening,Round Rock,Margherita,Pizza,11.99,2,23.98,11.18,Dine-in,Card
ORD-03712,2025-04-26,17:11,17,Saturday,April,Weekend,Evening,Downtown,Margherita,Pizza,11.99,2,23.98,11.11,Takeaway,Google Pay
ORD-03713,2025-04-26,17:24,17,Saturday,April,Weekend,Evening,South Congress,Margherita,Pizza,11.99,3,35.97,17.37,Delivery,Cash
ORD-03714,2025-04-26,17:43,17,Saturday,April,Weekend,Evening,The Domain,Chicken Wings,Sides,9.99,1,9.99,4.54,Delivery,Card
ORD-03715,2025-04-26,18:32,18,Saturday,April,Weekend,Evening,Downtown,BBQ Chicken,Pizza,15.99,3,47.97,22.03,Takeaway,Apple Pay
ORD-03716,2025-04-26,18:41,18,Saturday,April,Weekend,Evening,South Congress,Garlic Breadsticks,Sides,6.49,2,12.98,5.25,Takeaway,Apple Pay
ORD-03717,2025-04-26,18:52,18,Saturday,April,Weekend,Evening,South Congress,Choco Lava Cake,Desserts,4.99,3,14.97,6.07,Delivery,Cash
ORD-03718,2025-04-26,18:55,18,Saturday,April,Weekend,Evening,East Austin,Garlic Breadsticks,Sides,6.49,2,12.98,5.7,Takeaway,Apple Pay
ORD-03719,2025-04-26,19:04,19,Saturday,April,Weekend,Evening,The Domain,Potato Wedges,Sides,5.49,2,10.98,4.77,Dine-in,Card
ORD-03720,2025-04-26,19:11,19,Saturday,April,Weekend,Evening,East Austin,Buffalo Chicken,Pizza,16.49,2,32.98,16.09,Delivery,Cash
ORD-03721,2025-04-26,19:29,19,Saturday,April,Weekend,Evening,East Austin,Family Feast Combo,Combos,29.99,2,59.98,20.68,Takeaway,Google Pay
ORD-03722,2025-04-26,19:35,19,Saturday,April,Weekend,Evening,South Congress,Margherita,Pizza,11.99,2,23.98,11.54,Takeaway,Cash
ORD-03723,2025-04-26,19:43,19,Saturday,April,Weekend,Evening,The Domain,Farmhouse Veggie,Pizza,13.99,1,13.99,7.01,Dine-in,Cash
ORD-03724,2025-04-26,19:53,19,Saturday,April,Weekend,Evening,Round Rock,Lemonade,Beverages,3.99,2,7.98,3.94,Dine-in,Card
ORD-03725,2025-04-26,20:16,20,Saturday,April,Weekend,Evening,Downtown,Brownie Sundae,Desserts,5.99,2,11.98,5.0,Delivery,Card
ORD-03726,2025-04-26,20:19,20,Saturday,April,Weekend,Evening,Downtown,Choco Lava Cake,Desserts,4.99,4,19.96,7.82,Dine-in,Card
ORD-03727,2025-04-26,20:35,20,Saturday,April,Weekend,Evening,Downtown,Veggie Overload,Pizza,14.49,2,28.98,13.26,Dine-in,Google Pay
ORD-03728,2025-04-26,20:43,20,Saturday,April,Weekend,Evening,Downtown,Veggie Overload,Pizza,14.49,4,57.96,27.95,Dine-in,Cash
ORD-03729,2025-04-26,20:54,20,Saturday,April,Weekend,Evening,South Congress,Pizza Mania Combo,Combos,19.99,2,39.98,14.17,Delivery,Google Pay
ORD-03730,2025-04-26,21:10,21,Saturday,April,Weekend,Night,Round Rock,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.61,Dine-in,Apple Pay
ORD-03731,2025-04-26,21:36,21,Saturday,April,Weekend,Night,East Austin,Margherita,Pizza,11.99,1,11.99,5.83,Takeaway,Apple Pay
ORD-03732,2025-04-26,21:57,21,Saturday,April,Weekend,Night,The Domain,BBQ Chicken,Pizza,15.99,3,47.97,24.51,Takeaway,Cash
ORD-03733,2025-04-26,22:00,22,Saturday,April,Weekend,Night,South Congress,Margherita,Pizza,11.99,3,35.97,16.68,Takeaway,Apple Pay
ORD-03734,2025-04-26,22:00,22,Saturday,April,Weekend,Night,Round Rock,Family Feast Combo,Combos,29.99,2,59.98,20.22,Delivery,Card
ORD-03735,2025-04-26,22:09,22,Saturday,April,Weekend,Night,Round Rock,Chicken Wings,Sides,9.99,2,19.98,8.22,Takeaway,Card
ORD-03736,2025-04-26,22:12,22,Saturday,April,Weekend,Night,East Austin,Farmhouse Veggie,Pizza,13.99,1,13.99,6.78,Takeaway,Card
ORD-03737,2025-04-26,22:46,22,Saturday,April,Weekend,Night,Round Rock,BBQ Chicken,Pizza,15.99,2,31.98,14.78,Delivery,Card
ORD-03738,2025-04-26,22:48,22,Saturday,April,Weekend,Night,The Domain,Soda,Beverages,2.49,2,4.98,2.65,Dine-in,Card
ORD-03739,2025-04-26,22:57,22,Saturday,April,Weekend,Night,Downtown,Farmhouse Veggie,Pizza,13.99,2,27.98,12.54,Dine-in,Apple Pay
ORD-03740,2025-04-26,23:14,23,Saturday,April,Weekend,Night,South Congress,Farmhouse Veggie,Pizza,13.99,1,13.99,6.78,Delivery,Apple Pay
ORD-03741,2025-04-26,23:39,23,Saturday,April,Weekend,Night,Round Rock,Pizza Mania Combo,Combos,19.99,2,39.98,14.79,Delivery,Apple Pay
ORD-03742,2025-04-27,10:29,10,Sunday,April,Weekend,Morning,South Congress,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.64,Dine-in,Card
ORD-03743,2025-04-27,10:46,10,Sunday,April,Weekend,Morning,East Austin,Choco Lava Cake,Desserts,4.99,3,14.97,6.02,Delivery,Apple Pay
ORD-03744,2025-04-27,11:18,11,Sunday,April,Weekend,Morning,East Austin,Stuffed Garlic Bread,Sides,7.99,2,15.98,7.02,Delivery,Card
ORD-03745,2025-04-27,11:41,11,Sunday,April,Weekend,Morning,Downtown,Choco Lava Cake,Desserts,4.99,2,9.98,3.89,Dine-in,Card
ORD-03746,2025-04-27,12:09,12,Sunday,April,Weekend,Afternoon,Round Rock,Veggie Overload,Pizza,14.49,4,57.96,28.57,Takeaway,Google Pay
ORD-03747,2025-04-27,12:22,12,Sunday,April,Weekend,Afternoon,The Domain,Potato Wedges,Sides,5.49,2,10.98,5.07,Takeaway,Apple Pay
ORD-03748,2025-04-27,12:24,12,Sunday,April,Weekend,Afternoon,Downtown,Potato Wedges,Sides,5.49,1,5.49,2.17,Takeaway,Google Pay
ORD-03749,2025-04-27,12:46,12,Sunday,April,Weekend,Afternoon,Downtown,Lemonade,Beverages,3.99,1,3.99,1.99,Dine-in,Apple Pay
ORD-03750,2025-04-27,12:52,12,Sunday,April,Weekend,Afternoon,East Austin,Choco Lava Cake,Desserts,4.99,2,9.98,4.39,Delivery,Card
ORD-03751,2025-04-27,14:16,14,Sunday,April,Weekend,Afternoon,South Congress,Lemonade,Beverages,3.99,2,7.98,3.84,Takeaway,Card
ORD-03752,2025-04-27,14:20,14,Sunday,April,Weekend,Afternoon,East Austin,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.4,Delivery,Card
ORD-03753,2025-04-27,15:24,15,Sunday,April,Weekend,Afternoon,Downtown,Stuffed Crust Supreme,Pizza,18.99,1,18.99,8.69,Dine-in,Card
ORD-03754,2025-04-27,15:35,15,Sunday,April,Weekend,Afternoon,Round Rock,Lemonade,Beverages,3.99,2,7.98,3.87,Delivery,Card
ORD-03755,2025-04-27,16:00,16,Sunday,April,Weekend,Afternoon,Round Rock,Choco Lava Cake,Desserts,4.99,3,14.97,6.44,Delivery,Card
ORD-03756,2025-04-27,16:01,16,Sunday,April,Weekend,Afternoon,East Austin,Farmhouse Veggie,Pizza,13.99,3,41.97,20.58,Dine-in,Cash
ORD-03757,2025-04-27,17:42,17,Sunday,April,Weekend,Evening,Round Rock,Chicken Wings,Sides,9.99,1,9.99,4.27,Delivery,Google Pay
ORD-03758,2025-04-27,18:24,18,Sunday,April,Weekend,Evening,East Austin,Margherita,Pizza,11.99,3,35.97,17.74,Takeaway,Card
ORD-03759,2025-04-27,18:38,18,Sunday,April,Weekend,Evening,Downtown,Lemonade,Beverages,3.99,3,11.97,5.89,Delivery,Card
ORD-03760,2025-04-27,18:41,18,Sunday,April,Weekend,Evening,The Domain,Margherita,Pizza,11.99,1,11.99,6.34,Delivery,Apple Pay
ORD-03761,2025-04-27,18:54,18,Sunday,April,Weekend,Evening,The Domain,Stuffed Garlic Bread,Sides,7.99,1,7.99,3.62,Takeaway,Apple Pay
ORD-03762,2025-04-27,19:08,19,Sunday,April,Weekend,Evening,South Congress,Farmhouse Veggie,Pizza,13.99,1,13.99,6.96,Delivery,Apple Pay
ORD-03763,2025-04-27,19:09,19,Sunday,April,Weekend,Evening,East Austin,Stuffed Crust Supreme,Pizza,18.99,1,18.99,9.14,Delivery,Card
ORD-03764,2025-04-27,19:26,19,Sunday,April,Weekend,Evening,Round Rock,Chicken Wings,Sides,9.99,1,9.99,4.02,Delivery,Google Pay
ORD-03765,2025-04-27,19:55,19,Sunday,April,Weekend,Evening,The Domain,Soda,Beverages,2.49,2,4.98,2.57,Dine-in,Apple Pay
ORD-03766,2025-04-27,20:01,20,Sunday,April,Weekend,Evening,East Austin,Margherita,Pizza,11.99,1,11.99,5.94,Takeaway,Google Pay
ORD-03767,2025-04-27,20:10,20,Sunday,April,Weekend,Evening,The Domain,Brownie Sundae,Desserts,5.99,1,5.99,2.73,Delivery,Card
ORD-03768,2025-04-27,20:11,20,Sunday,April,Weekend,Evening,Round Rock,Brownie Sundae,Desserts,5.99,2,11.98,5.19,Delivery,Card
ORD-03769,2025-04-27,20:43,20,Sunday,April,Weekend,Evening,Downtown,Soda,Beverages,2.49,2,4.98,2.41,Takeaway,Cash
ORD-03770,2025-04-27,20:55,20,Sunday,April,Weekend,Evening,Round Rock,Choco Lava Cake,Desserts,4.99,2,9.98,4.03,Dine-in,Cash
ORD-03771,2025-04-27,21:06,21,Sunday,April,Weekend,Night,East Austin,Margherita,Pizza,11.99,1,11.99,5.64,Takeaway,Card
ORD-03772,2025-04-27,21:29,21,Sunday,April,Weekend,Night,South Congress,Soda,Beverages,2.49,1,2.49,1.21,Delivery,Apple Pay
ORD-03773,2025-04-27,21:35,21,Sunday,April,Weekend,Night,South Congress,Family Feast Combo,Combos,29.99,2,59.98,21.17,Takeaway,Apple Pay
ORD-03774,2025-04-27,21:53,21,Sunday,April,Weekend,Night,Downtown,Iced Tea,Beverages,3.49,1,3.49,1.63,Takeaway,Card
ORD-03775,2025-04-27,21:55,21,Sunday,April,Weekend,Night,Downtown,Choco Lava Cake,Desserts,4.99,4,19.96,8.15,Delivery,Card
ORD-03776,2025-04-27,21:57,21,Sunday,April,Weekend,Night,East Austin,Soda,Beverages,2.49,2,4.98,2.49,Takeaway,Card
ORD-03777,2025-04-27,22:05,22,Sunday,April,Weekend,Night,Downtown,Potato Wedges,Sides,5.49,3,16.47,6.92,Delivery,Card
ORD-03778,2025-04-27,22:06,22,Sunday,April,Weekend,Night,Downtown,Margherita,Pizza,11.99,4,47.96,22.09,Takeaway,Google Pay
ORD-03779,2025-04-27,22:09,22,Sunday,April,Weekend,Night,Round Rock,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.49,Takeaway,Google Pay
ORD-03780,2025-04-27,22:45,22,Sunday,April,Weekend,Night,Round Rock,Pizza Mania Combo,Combos,19.99,1,19.99,7.3,Dine-in,Apple Pay
ORD-03781,2025-04-27,22:56,22,Sunday,April,Weekend,Night,Downtown,Margherita,Pizza,11.99,1,11.99,5.5,Delivery,Card
ORD-03782,2025-04-27,23:39,23,Sunday,April,Weekend,Night,The Domain,Garlic Breadsticks,Sides,6.49,3,19.47,9.08,Delivery,Card
ORD-03783,2025-04-27,23:44,23,Sunday,April,Weekend,Night,East Austin,BBQ Chicken,Pizza,15.99,3,47.97,23.69,Takeaway,Apple Pay
ORD-03784,2025-04-27,23:50,23,Sunday,April,Weekend,Night,East Austin,Soda,Beverages,2.49,1,2.49,1.28,Delivery,Card
ORD-03785,2025-04-28,10:52,10,Monday,April,Weekday,Morning,Downtown,Choco Lava Cake,Desserts,4.99,3,14.97,5.99,Takeaway,Cash
ORD-03786,2025-04-28,11:11,11,Monday,April,Weekday,Morning,South Congress,Choco Lava Cake,Desserts,4.99,3,14.97,6.23,Dine-in,Apple Pay
ORD-03787,2025-04-28,12:05,12,Monday,April,Weekday,Afternoon,Downtown,Choco Lava Cake,Desserts,4.99,1,4.99,2.06,Dine-in,Apple Pay
ORD-03788,2025-04-28,12:06,12,Monday,April,Weekday,Afternoon,Round Rock,Chicken Wings,Sides,9.99,2,19.98,8.15,Takeaway,Card
ORD-03789,2025-04-28,12:41,12,Monday,April,Weekday,Afternoon,South Congress,Garlic Breadsticks,Sides,6.49,2,12.98,5.2,Dine-in,Card
ORD-03790,2025-04-28,12:57,12,Monday,April,Weekday,Afternoon,Downtown,Soda,Beverages,2.49,2,4.98,2.51,Delivery,Card
ORD-03791,2025-04-28,13:19,13,Monday,April,Weekday,Afternoon,East Austin,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.2,Delivery,Card
ORD-03792,2025-04-28,13:23,13,Monday,April,Weekday,Afternoon,The Domain,Choco Lava Cake,Desserts,4.99,3,14.97,6.9,Dine-in,Google Pay
ORD-03793,2025-04-28,13:43,13,Monday,April,Weekday,Afternoon,Downtown,Soda,Beverages,2.49,3,7.47,3.64,Dine-in,Card
ORD-03794,2025-04-28,13:45,13,Monday,April,Weekday,Afternoon,South Congress,Soda,Beverages,2.49,2,4.98,2.42,Delivery,Cash
ORD-03795,2025-04-28,14:16,14,Monday,April,Weekday,Afternoon,South Congress,Veggie Overload,Pizza,14.49,3,43.47,21.13,Delivery,Card
ORD-03796,2025-04-28,15:49,15,Monday,April,Weekday,Afternoon,The Domain,Soda,Beverages,2.49,2,4.98,2.74,Takeaway,Cash
ORD-03797,2025-04-28,16:27,16,Monday,April,Weekday,Afternoon,South Congress,Margherita,Pizza,11.99,3,35.97,17.84,Takeaway,Cash
ORD-03798,2025-04-28,16:32,16,Monday,April,Weekday,Afternoon,Downtown,Stuffed Crust Supreme,Pizza,18.99,1,18.99,8.56,Takeaway,Card
ORD-03799,2025-04-28,16:37,16,Monday,April,Weekday,Afternoon,South Congress,Pizza Mania Combo,Combos,19.99,1,19.99,7.4,Takeaway,Apple Pay
ORD-03800,2025-04-28,17:10,17,Monday,April,Weekday,Evening,East Austin,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.47,Dine-in,Apple Pay
ORD-03801,2025-04-28,17:30,17,Monday,April,Weekday,Evening,South Congress,Soda,Beverages,2.49,2,4.98,2.57,Delivery,Card
ORD-03802,2025-04-28,17:37,17,Monday,April,Weekday,Evening,Downtown,Pizza Mania Combo,Combos,19.99,2,39.98,13.96,Delivery,Card
ORD-03803,2025-04-28,18:21,18,Monday,April,Weekday,Evening,Round Rock,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.8,Delivery,Apple Pay
ORD-03804,2025-04-28,18:49,18,Monday,April,Weekday,Evening,South Congress,Farmhouse Veggie,Pizza,13.99,1,13.99,6.66,Dine-in,Google Pay
ORD-03805,2025-04-28,19:12,19,Monday,April,Weekday,Evening,Round Rock,Pizza Mania Combo,Combos,19.99,2,39.98,14.22,Dine-in,Card
ORD-03806,2025-04-28,20:16,20,Monday,April,Weekday,Evening,South Congress,Margherita,Pizza,11.99,3,35.97,17.25,Delivery,Card
ORD-03807,2025-04-28,20:26,20,Monday,April,Weekday,Evening,Round Rock,Veggie Overload,Pizza,14.49,2,28.98,13.8,Takeaway,Apple Pay
ORD-03808,2025-04-28,20:37,20,Monday,April,Weekday,Evening,The Domain,Pizza Mania Combo,Combos,19.99,1,19.99,7.32,Dine-in,Card
ORD-03809,2025-04-28,20:41,20,Monday,April,Weekday,Evening,Round Rock,Stuffed Crust Supreme,Pizza,18.99,3,56.97,26.35,Takeaway,Card
ORD-03810,2025-04-28,21:11,21,Monday,April,Weekday,Night,Round Rock,BBQ Chicken,Pizza,15.99,2,31.98,15.35,Dine-in,Apple Pay
ORD-03811,2025-04-28,21:19,21,Monday,April,Weekday,Night,South Congress,Soda,Beverages,2.49,3,7.47,3.62,Dine-in,Card
ORD-03812,2025-04-28,21:26,21,Monday,April,Weekday,Night,Downtown,Pizza Mania Combo,Combos,19.99,1,19.99,6.9,Dine-in,Google Pay
ORD-03813,2025-04-28,21:29,21,Monday,April,Weekday,Night,Round Rock,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.64,Delivery,Apple Pay
ORD-03814,2025-04-28,22:24,22,Monday,April,Weekday,Night,The Domain,Pizza Mania Combo,Combos,19.99,2,39.98,14.77,Delivery,Apple Pay
ORD-03815,2025-04-28,22:46,22,Monday,April,Weekday,Night,South Congress,Pizza Mania Combo,Combos,19.99,2,39.98,14.11,Takeaway,Apple Pay
ORD-03816,2025-04-28,23:05,23,Monday,April,Weekday,Night,The Domain,Farmhouse Veggie,Pizza,13.99,2,27.98,13.82,Dine-in,Google Pay
ORD-03817,2025-04-28,23:43,23,Monday,April,Weekday,Night,South Congress,BBQ Chicken,Pizza,15.99,2,31.98,15.17,Takeaway,Card
ORD-03818,2025-04-29,10:13,10,Tuesday,April,Weekday,Morning,South Congress,Chicken Wings,Sides,9.99,1,9.99,4.36,Dine-in,Cash
ORD-03819,2025-04-29,10:47,10,Tuesday,April,Weekday,Morning,South Congress,BBQ Chicken,Pizza,15.99,2,31.98,15.8,Delivery,Apple Pay
ORD-03820,2025-04-29,11:19,11,Tuesday,April,Weekday,Morning,The Domain,Lemonade,Beverages,3.99,1,3.99,2.16,Takeaway,Cash
ORD-03821,2025-04-29,12:46,12,Tuesday,April,Weekday,Afternoon,The Domain,Stuffed Crust Supreme,Pizza,18.99,1,18.99,9.91,Dine-in,Cash
ORD-03822,2025-04-29,12:53,12,Tuesday,April,Weekday,Afternoon,Downtown,BBQ Chicken,Pizza,15.99,2,31.98,15.48,Dine-in,Apple Pay
ORD-03823,2025-04-29,13:30,13,Tuesday,April,Weekday,Afternoon,Downtown,Buffalo Chicken,Pizza,16.49,1,16.49,7.96,Dine-in,Card
ORD-03824,2025-04-29,13:41,13,Tuesday,April,Weekday,Afternoon,Round Rock,Veggie Overload,Pizza,14.49,3,43.47,20.95,Dine-in,Cash
ORD-03825,2025-04-29,13:54,13,Tuesday,April,Weekday,Afternoon,The Domain,Choco Lava Cake,Desserts,4.99,1,4.99,2.16,Dine-in,Card
ORD-03826,2025-04-29,14:56,14,Tuesday,April,Weekday,Afternoon,East Austin,Margherita,Pizza,11.99,2,23.98,11.35,Takeaway,Cash
ORD-03827,2025-04-29,14:59,14,Tuesday,April,Weekday,Afternoon,South Congress,Family Feast Combo,Combos,29.99,2,59.98,20.69,Dine-in,Cash
ORD-03828,2025-04-29,16:01,16,Tuesday,April,Weekday,Afternoon,The Domain,Lemonade,Beverages,3.99,2,7.98,4.2,Takeaway,Google Pay
ORD-03829,2025-04-29,16:13,16,Tuesday,April,Weekday,Afternoon,South Congress,BBQ Chicken,Pizza,15.99,2,31.98,15.89,Dine-in,Card
ORD-03830,2025-04-29,16:43,16,Tuesday,April,Weekday,Afternoon,East Austin,Garlic Breadsticks,Sides,6.49,1,6.49,2.72,Takeaway,Google Pay
ORD-03831,2025-04-29,16:48,16,Tuesday,April,Weekday,Afternoon,South Congress,Farmhouse Veggie,Pizza,13.99,1,13.99,6.58,Delivery,Apple Pay
ORD-03832,2025-04-29,17:42,17,Tuesday,April,Weekday,Evening,East Austin,Soda,Beverages,2.49,3,7.47,3.61,Delivery,Card
ORD-03833,2025-04-29,18:30,18,Tuesday,April,Weekday,Evening,Round Rock,Soda,Beverages,2.49,2,4.98,2.39,Takeaway,Card
ORD-03834,2025-04-29,18:36,18,Tuesday,April,Weekday,Evening,The Domain,Buffalo Chicken,Pizza,16.49,1,16.49,8.34,Takeaway,Card
ORD-03835,2025-04-29,19:04,19,Tuesday,April,Weekday,Evening,South Congress,Stuffed Garlic Bread,Sides,7.99,1,7.99,3.29,Delivery,Card
ORD-03836,2025-04-29,19:49,19,Tuesday,April,Weekday,Evening,East Austin,Soda,Beverages,2.49,3,7.47,3.71,Delivery,Google Pay
ORD-03837,2025-04-29,19:49,19,Tuesday,April,Weekday,Evening,Downtown,Choco Lava Cake,Desserts,4.99,1,4.99,2.06,Takeaway,Apple Pay
ORD-03838,2025-04-29,20:11,20,Tuesday,April,Weekday,Evening,East Austin,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.83,Dine-in,Card
ORD-03839,2025-04-29,20:17,20,Tuesday,April,Weekday,Evening,South Congress,Pizza Mania Combo,Combos,19.99,2,39.98,14.84,Delivery,Card
ORD-03840,2025-04-29,20:24,20,Tuesday,April,Weekday,Evening,East Austin,Farmhouse Veggie,Pizza,13.99,1,13.99,6.73,Takeaway,Apple Pay
ORD-03841,2025-04-29,20:41,20,Tuesday,April,Weekday,Evening,Downtown,Soda,Beverages,2.49,2,4.98,2.39,Delivery,Cash
ORD-03842,2025-04-29,21:53,21,Tuesday,April,Weekday,Night,East Austin,Margherita,Pizza,11.99,2,23.98,11.38,Dine-in,Apple Pay
ORD-03843,2025-04-29,21:53,21,Tuesday,April,Weekday,Night,The Domain,Chicken Wings,Sides,9.99,3,29.97,13.41,Takeaway,Card
ORD-03844,2025-04-29,22:05,22,Tuesday,April,Weekday,Night,East Austin,Pizza Mania Combo,Combos,19.99,3,59.97,22.05,Takeaway,Apple Pay
ORD-03845,2025-04-29,22:20,22,Tuesday,April,Weekday,Night,Downtown,Buffalo Chicken,Pizza,16.49,4,65.96,31.88,Delivery,Cash
ORD-03846,2025-04-29,22:32,22,Tuesday,April,Weekday,Night,South Congress,Brownie Sundae,Desserts,5.99,2,11.98,4.87,Takeaway,Card
ORD-03847,2025-04-29,22:41,22,Tuesday,April,Weekday,Night,South Congress,Chicken Wings,Sides,9.99,3,29.97,12.69,Takeaway,Google Pay
ORD-03848,2025-04-29,23:07,23,Tuesday,April,Weekday,Night,Downtown,BBQ Chicken,Pizza,15.99,3,47.97,21.83,Takeaway,Card
ORD-03849,2025-04-29,23:41,23,Tuesday,April,Weekday,Night,Downtown,Farmhouse Veggie,Pizza,13.99,1,13.99,6.74,Dine-in,Card
ORD-03850,2025-04-29,23:41,23,Tuesday,April,Weekday,Night,South Congress,Farmhouse Veggie,Pizza,13.99,2,27.98,13.19,Takeaway,Card
ORD-03851,2025-04-30,10:04,10,Wednesday,April,Weekday,Morning,Downtown,Stuffed Crust Supreme,Pizza,18.99,1,18.99,9.17,Delivery,Card
ORD-03852,2025-04-30,12:43,12,Wednesday,April,Weekday,Afternoon,Downtown,BBQ Chicken,Pizza,15.99,2,31.98,15.37,Dine-in,Card
ORD-03853,2025-04-30,12:55,12,Wednesday,April,Weekday,Afternoon,The Domain,Veggie Overload,Pizza,14.49,2,28.98,15.32,Delivery,Google Pay
ORD-03854,2025-04-30,13:03,13,Wednesday,April,Weekday,Afternoon,East Austin,BBQ Chicken,Pizza,15.99,3,47.97,23.07,Dine-in,Apple Pay
ORD-03855,2025-04-30,13:12,13,Wednesday,April,Weekday,Afternoon,Round Rock,Choco Lava Cake,Desserts,4.99,1,4.99,2.07,Takeaway,Card
ORD-03856,2025-04-30,14:01,14,Wednesday,April,Weekday,Afternoon,Downtown,Soda,Beverages,2.49,2,4.98,2.46,Delivery,Google Pay
ORD-03857,2025-04-30,14:36,14,Wednesday,April,Weekday,Afternoon,South Congress,BBQ Chicken,Pizza,15.99,1,15.99,7.43,Delivery,Card
ORD-03858,2025-04-30,14:41,14,Wednesday,April,Weekday,Afternoon,The Domain,Potato Wedges,Sides,5.49,1,5.49,2.49,Takeaway,Google Pay
ORD-03859,2025-04-30,15:00,15,Wednesday,April,Weekday,Afternoon,Downtown,Stuffed Garlic Bread,Sides,7.99,3,23.97,9.34,Delivery,Card
ORD-03860,2025-04-30,15:02,15,Wednesday,April,Weekday,Afternoon,Round Rock,Stuffed Crust Supreme,Pizza,18.99,4,75.96,35.44,Dine-in,Card
ORD-03861,2025-04-30,16:36,16,Wednesday,April,Weekday,Afternoon,South Congress,Family Feast Combo,Combos,29.99,3,89.97,31.53,Delivery,Apple Pay
ORD-03862,2025-04-30,19:11,19,Wednesday,April,Weekday,Evening,The Domain,Choco Lava Cake,Desserts,4.99,2,9.98,4.63,Dine-in,Card
ORD-03863,2025-04-30,19:23,19,Wednesday,April,Weekday,Evening,Round Rock,Iced Tea,Beverages,3.49,1,3.49,1.7,Dine-in,Card
ORD-03864,2025-04-30,20:16,20,Wednesday,April,Weekday,Evening,South Congress,Garlic Breadsticks,Sides,6.49,1,6.49,2.85,Delivery,Card
ORD-03865,2025-04-30,20:22,20,Wednesday,April,Weekday,Evening,South Congress,Stuffed Crust Supreme,Pizza,18.99,2,37.98,17.73,Dine-in,Card
ORD-03866,2025-04-30,20:41,20,Wednesday,April,Weekday,Evening,East Austin,Family Feast Combo,Combos,29.99,1,29.99,11.16,Takeaway,Card
ORD-03867,2025-04-30,21:03,21,Wednesday,April,Weekday,Night,South Congress,BBQ Chicken,Pizza,15.99,2,31.98,15.04,Delivery,Google Pay
ORD-03868,2025-04-30,21:28,21,Wednesday,April,Weekday,Night,Downtown,Veggie Overload,Pizza,14.49,1,14.49,6.83,Dine-in,Card
ORD-03869,2025-04-30,21:50,21,Wednesday,April,Weekday,Night,The Domain,Choco Lava Cake,Desserts,4.99,2,9.98,4.67,Delivery,Google Pay
ORD-03870,2025-04-30,22:41,22,Wednesday,April,Weekday,Night,Round Rock,BBQ Chicken,Pizza,15.99,3,47.97,22.46,Dine-in,Card
ORD-03871,2025-05-01,11:56,11,Thursday,May,Weekday,Morning,Downtown,Margherita,Pizza,11.99,3,35.97,16.67,Takeaway,Card
ORD-03872,2025-05-01,12:07,12,Thursday,May,Weekday,Afternoon,South Congress,Margherita,Pizza,11.99,4,47.96,22.43,Takeaway,Card
ORD-03873,2025-05-01,12:54,12,Thursday,May,Weekday,Afternoon,Downtown,Garlic Breadsticks,Sides,6.49,3,19.47,8.05,Takeaway,Card
